kind,table,name,data_type,format,hidden_or_inactive,source_or_target,dependencies_or_definition,status
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8,import,,true,DAX calculado,"partition LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8 = calculated mode: import source = Calendar(Date(Year(MIN('Calendar'[Date])), 1, 1), Date(Year(MAX('Calendar'[Date])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28,import,,true,DAX calculado,"partition LocalDateTable_2f96f5ca-adb6-4142-a190-eca2d40dcf28 = calculated mode: import source = Calendar(Date(Year(MIN('Produção'[Data])), 1, 1), Date(Year(MAX('Produção'[Data])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df,import,,true,DAX calculado,"partition LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df = calculated mode: import source = Calendar(Date(Year(MIN('Produção LCT'[_TIMESTAMP])), 1, 1), Date(Year(MAX('Produção LCT'[_TIMESTAMP])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_4c664494-c110-4144-b060-941925149f29,LocalDateTable_4c664494-c110-4144-b060-941925149f29,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_4c664494-c110-4144-b060-941925149f29.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_4c664494-c110-4144-b060-941925149f29,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_4c664494-c110-4144-b060-941925149f29,LocalDateTable_4c664494-c110-4144-b060-941925149f29,import,,true,DAX calculado,"partition LocalDateTable_4c664494-c110-4144-b060-941925149f29 = calculated mode: import source = Calendar(Date(Year(MIN('Relatorio_bases'[Data de fabricação])), 1, 1), Date(Year(MAX('Relatorio_bases'[Data de fabricação])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e,import,,true,DAX calculado,"partition LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e = calculated mode: import source = Calendar(Date(Year(MIN('Produção RF2'[_TIMESTAMP])), 1, 1), Date(Year(MAX('Produção RF2'[_TIMESTAMP])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c,import,,true,DAX calculado,"partition LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c = calculated mode: import source = Calendar(Date(Year(MIN('BI_OEE_SCRAP'[Data])), 1, 1), Date(Year(MAX('BI_OEE_SCRAP'[Data])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd,import,,true,DAX calculado,"partition LocalDateTable_883ca700-0662-4673-a7eb-af975f9b37dd = calculated mode: import source = Calendar(Date(Year(MIN('Produção'[LOCATION_DATE])), 1, 1), Date(Year(MAX('Produção'[LOCATION_DATE])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0,import,,true,DAX calculado,"partition LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0 = calculated mode: import source = Calendar(Date(Year(MIN('Segregacao'[Data])), 1, 1), Date(Year(MAX('Segregacao'[Data])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c,import,,true,DAX calculado,"partition LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c = calculated mode: import source = Calendar(Date(Year(MIN('Dados de embarque'[Data])), 1, 1), Date(Year(MAX('Dados de embarque'[Data])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0,import,,true,DAX calculado,"partition LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0 = calculated mode: import source = Calendar(Date(Year(MIN('Relatorio_Item RF2'[Data])), 1, 1), Date(Year(MAX('Relatorio_Item RF2'[Data])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4,import,,true,DAX calculado,"partition LocalDateTable_bc64b178-b28a-4340-a003-2741b5ebdaf4 = calculated mode: import source = Calendar(Date(Year(MIN('Paradas'[RETORNO])), 1, 1), Date(Year(MAX('Paradas'[RETORNO])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa,import,,true,DAX calculado,"partition LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa = calculated mode: import source = Calendar(Date(Year(MIN('Segregacao'[DATA SEGREGAÇÃO])), 1, 1), Date(Year(MAX('Segregacao'[DATA SEGREGAÇÃO])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616,import,,true,DAX calculado,"partition LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616 = calculated mode: import source = Calendar(Date(Year(MIN('Relatorio_Item RF2'[Data de fabricação])), 1, 1), Date(Year(MAX('Relatorio_Item RF2'[Data de fabricação])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2,import,,true,DAX calculado,"partition LocalDateTable_fb1561db-ee56-4754-bed0-b82cd47e4fe2 = calculated mode: import source = Calendar(Date(Year(MIN('Lotes'[CREATION_DATE])), 1, 1), Date(Year(MAX('Lotes'[CREATION_DATE])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,table,,true,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66.tmdl,7 colunas; 0 medidas; 1 partições; 1 hierarquias,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,Date,dateTime,,true,[Date],summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,Ano,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,MonthNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,Mês,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,QuarterNo,int64,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,Trimestre,string,,true,,summarizeBy=none,INVENTARIADO
COLUMN,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,Dia,int64,,true,,summarizeBy=none,INVENTARIADO
PARTITION,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66,import,,true,DAX calculado,"partition LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66 = calculated mode: import source = Calendar(Date(Year(MIN('Relatorio_bases'[Data])), 1, 1), Date(Year(MAX('Relatorio_bases'[Data])), 12, 31))",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,Lotes,Lotes,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\Lotes.tmdl,12 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,Lotes,LOTE,string,,false,LOTE,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,MP,string,,false,MP,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,DESCRIPTION,string,,false,DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,ESPESSURA,double,0.00,false,ESPESSURA,summarizeBy=sum,INVENTARIADO
COLUMN,Lotes,PESO,double,,false,PESO,summarizeBy=sum,INVENTARIADO
COLUMN,Lotes,LARGURA,double,,false,LARGURA,summarizeBy=sum,INVENTARIADO
COLUMN,Lotes,CREATION_DATE,dateTime,General Date,false,CREATION_DATE,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,Data,dateTime,Long Date,false,Data,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,MP(m),,,false,,summarizeBy=sum,INVENTARIADO
COLUMN,Lotes,SLITTERSTATUS,string,,false,SLITTERSTATUS,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,Cliente,,,false,,summarizeBy=none,INVENTARIADO
COLUMN,Lotes,teste_cond_coluna,,,false,,summarizeBy=none,INVENTARIADO
